Date,Close,Open,High,Low,Volume,Change
2010-01-04,4.62,4.63,4.66,4.53,80040000.0,-0.010700000000000001
2010-01-05,4.69,4.61,4.74,4.61,72870000.0,0.0152
2010-01-06,4.72,4.69,4.73,4.64,64920000.0,0.0064
2010-01-07,4.63,4.7,4.71,4.59,54780000.0,-0.0191
2010-01-08,4.64,4.59,4.67,4.56,47820000.0,0.0022
2010-01-11,4.57,4.66,4.68,4.51,55670000.0,-0.0151
2010-01-12,4.42,4.5,4.52,4.32,62750000.0,-0.032799999999999996
2010-01-13,4.48,4.45,4.49,4.28,50890000.0,0.013600000000000001
2010-01-14,4.41,4.42,4.46,4.33,60880000.0,-0.015600000000000001
2010-01-15,4.28,4.38,4.41,4.22,81820000.0,-0.029500000000000002
2010-01-19,4.36,4.25,4.38,4.23,54530000.0,0.0187
2010-01-20,4.34,4.3,4.36,4.25,71970000.0,-0.0046
2010-01-21,4.26,4.34,4.42,4.22,60860000.0,-0.0184
2010-01-22,4.12,4.21,4.29,4.09,106800000.0,-0.0329
2010-01-25,4.18,4.18,4.26,4.15,64370000.00000001,0.0146
2010-01-26,4.05,4.17,4.19,4.05,71470000.0,-0.0311
2010-01-27,4.16,4.05,4.18,4.0,81250000.0,0.027200000000000002
2010-01-28,4.02,4.2,4.21,3.96,68780000.0,-0.0337
2010-01-29,3.85,4.07,4.11,3.79,77470000.0,-0.042300000000000004
2010-02-01,4.14,3.86,4.15,3.83,94980000.0,0.0753
2010-02-02,4.18,4.13,4.24,4.12,84980000.0,0.0097
2010-02-03,4.22,4.15,4.24,4.13,56230000.0,0.0096
2010-02-04,3.98,4.18,4.18,3.93,78350000.0,-0.056900000000000006
2010-02-05,4.05,3.97,4.07,3.9,60490000.0,0.0176
2010-02-08,4.05,4.04,4.14,3.97,44520000.0,0.0
2010-02-09,4.01,4.11,4.13,3.98,93020000.0,-0.009899999999999999
2010-02-10,4.09,4.04,4.13,4.01,53580000.0,0.02
2010-02-11,4.28,4.16,4.33,4.13,69600000.0,0.04650000000000001
2010-02-12,4.34,4.25,4.42,4.2,78020000.0,0.013999999999999999
2010-02-16,4.42,4.39,4.43,4.34,45720000.0,0.0184
2010-02-17,4.46,4.47,4.47,4.33,87660000.0,0.009000000000000001
2010-02-18,4.17,4.21,4.24,4.05,151580000.0,-0.065
2010-02-19,4.14,4.15,4.2,4.12,51060000.0,-0.0072
2010-02-22,4.15,4.16,4.22,4.12,45810000.0,0.0024
2010-02-23,4.05,4.17,4.18,4.01,48980000.0,-0.0241
2010-02-24,4.14,4.09,4.18,4.08,44590000.0,0.0222
2010-02-25,4.1,4.04,4.11,3.94,57700000.0,-0.0097
2010-02-26,4.05,4.08,4.11,4.03,39340000.0,-0.012199999999999999
2010-03-01,4.21,4.05,4.23,4.02,55590000.0,0.0395
2010-03-02,4.21,4.25,4.3,4.18,53870000.0,0.0
2010-03-03,4.16,4.24,4.26,4.12,39930000.0,-0.011899999999999999
2010-03-04,4.17,4.17,4.21,4.11,55750000.0,0.0024
2010-03-05,4.29,4.13,4.32,4.13,63290000.0,0.0288
2010-03-08,4.23,4.29,4.31,4.21,43940000.0,-0.013999999999999999
2010-03-09,4.39,4.27,4.43,4.27,83100000.0,0.0378
2010-03-10,4.4,4.38,4.45,4.37,41860000.0,0.0023
2010-03-11,4.3,4.36,4.38,4.28,54070000.0,-0.0227
2010-03-12,4.31,4.34,4.36,4.29,52030000.0,0.0023
2010-03-15,4.29,4.31,4.35,4.25,35890000.0,-0.0046
2010-03-16,4.44,4.29,4.46,4.29,66500000.0,0.035
2010-03-17,4.53,4.46,4.58,4.46,65120000.00000001,0.0203
2010-03-18,4.37,4.53,4.53,4.33,74100000.0,-0.0353
2010-03-19,4.31,4.43,4.44,4.26,58460000.0,-0.0137
2010-03-22,4.38,4.26,4.4,4.26,43540000.0,0.016200000000000003
2010-03-23,4.47,4.41,4.5,4.38,49360000.0,0.020499999999999997
2010-03-24,4.32,4.43,4.45,4.31,43640000.0,-0.0336
2010-03-25,4.33,4.38,4.41,4.33,49520000.0,0.0023
2010-03-26,4.33,4.37,4.42,4.3,34470000.0,0.0
2010-03-29,4.39,4.36,4.4,4.3,39450000.0,0.0139
2010-03-30,4.41,4.44,4.46,4.33,32409999.999999996,0.0046
2010-03-31,4.35,4.39,4.41,4.33,38980000.0,-0.013600000000000001
2010-04-01,4.3,4.37,4.42,4.26,33970000.0,-0.0115
2010-04-05,4.37,4.33,4.38,4.33,41360000.0,0.0163
2010-04-06,4.26,4.32,4.33,4.19,80930000.0,-0.0252
2010-04-07,4.29,4.24,4.36,4.2,81750000.0,0.006999999999999999
